"Date","Time","Price","Volume"
2020/10/10,16:16:36,11370.70000000,0
2020/10/10,16:16:36,11370.70000000,0
2020/10/10,16:16:36,11370.70000000,0
2020/10/10,16:16:37,11370.70000000,0
2020/10/10,16:16:38,11370.70000000,0
2020/10/10,16:16:38,11370.70000000,0
2020/10/10,16:16:39,11370.70000000,0
2020/10/10,16:16:39,11370.70000000,0
2020/10/10,16:16:40,11370.70000000,0
2020/10/10,16:16:40,11370.70000000,0
2020/10/10,16:16:40,11370.70000000,0
2020/10/10,16:16:41,11370.70000000,0
2020/10/10,16:16:41,11370.80000000,0
2020/10/10,16:16:43,11370.80000000,0
2020/10/10,16:16:43,11370.70000000,0
2020/10/10,16:16:43,11370.80000000,0
2020/10/10,16:16:43,11370.90000000,0
2020/10/10,16:16:44,11370.90000000,0
2020/10/10,16:16:45,11370.90000000,0
2020/10/10,16:16:45,11370.80000000,0
2020/10/10,16:16:47,11370.80000000,0
2020/10/10,16:16:47,11370.80000000,0
2020/10/10,16:16:47,11370.80000000,0
2020/10/10,16:16:47,11370.80000000,0
2020/10/10,16:16:49,11370.80000000,0
2020/10/10,16:16:49,11370.80000000,0
2020/10/10,16:16:50,11370.80000000,0
2020/10/10,16:16:50,11370.80000000,0
2020/10/10,16:16:50,11370.80000000,0
2020/10/10,16:16:50,11370.80000000,0
2020/10/10,16:16:51,11370.80000000,0
2020/10/10,16:16:51,11370.80000000,0
2020/10/10,16:16:52,11370.80000000,0
2020/10/10,16:16:52,11370.80000000,0
2020/10/10,16:16:52,11370.80000000,0
2020/10/10,16:16:54,11370.80000000,0
2020/10/10,16:16:54,11370.80000000,0
2020/10/10,16:16:55,11370.80000000,0
2020/10/10,16:16:55,11370.80000000,0
2020/10/10,16:16:56,11370.80000000,0
2020/10/10,16:16:56,11370.70000000,0
2020/10/10,16:16:57,11370.80000000,0
2020/10/10,16:16:57,11370.70000000,0
2020/10/10,16:16:57,11370.70000000,0
2020/10/10,16:16:59,11370.70000000,0
2020/10/10,16:16:59,11371.40000000,0
2020/10/10,16:17:0,11371.80000000,0
2020/10/10,16:17:0,11371.80000000,0
2020/10/10,16:17:0,11371.80000000,0
2020/10/10,16:17:1,11371.80000000,0
2020/10/10,16:17:1,11371.90000000,0
2020/10/10,16:17:2,11371.90000000,0
2020/10/10,16:17:2,11371.90000000,0
2020/10/10,16:17:3,11371.90000000,0
2020/10/10,16:17:3,11371.90000000,0
2020/10/10,16:17:4,11371.90000000,0
2020/10/10,16:17:4,11371.90000000,0
2020/10/10,16:17:4,11371.90000000,0
2020/10/10,16:17:5,11371.90000000,0
2020/10/10,16:17:5,11371.90000000,0
2020/10/10,16:17:6,11371.80000000,0
2020/10/10,16:17:7,11371.80000000,0
2020/10/10,16:17:7,11371.80000000,0
2020/10/10,16:17:7,11371.80000000,0
2020/10/10,16:17:8,11371.80000000,0
2020/10/10,16:17:9,11371.80000000,0
2020/10/10,16:17:9,11371.80000000,0
2020/10/10,16:17:9,11371.80000000,0
2020/10/10,16:17:10,11371.80000000,0
2020/10/10,16:17:10,11371.80000000,0
2020/10/10,16:17:11,11371.80000000,0
2020/10/10,16:17:11,11371.40000000,0
2020/10/10,16:17:11,11371.40000000,0
2020/10/10,16:17:12,11371.40000000,0
2020/10/10,16:17:12,11371.40000000,0
2020/10/10,16:17:13,11371.40000000,0
2020/10/10,16:17:14,11371.40000000,0
2020/10/10,16:17:15,11371.40000000,0
2020/10/10,16:17:15,11371.40000000,0
2020/10/10,16:17:15,11371.40000000,0
2020/10/10,16:17:16,11371.40000000,0
2020/10/10,16:17:16,11371.40000000,0
2020/10/10,16:17:17,11371.40000000,0
2020/10/10,16:17:18,11371.40000000,0
2020/10/10,16:17:19,11371.40000000,0
2020/10/10,16:17:19,11368.00000000,0
2020/10/10,16:17:19,11371.40000000,0
2020/10/10,16:17:20,11371.40000000,0
2020/10/10,16:17:20,11371.40000000,0
2020/10/10,16:17:20,11368.00000000,0
2020/10/10,16:17:20,11368.00000000,0
2020/10/10,16:17:22,11368.00000000,0
2020/10/10,16:17:22,11368.00000000,0
2020/10/10,16:17:23,11368.00000000,0
2020/10/10,16:17:23,11368.00000000,0
2020/10/10,16:17:24,11367.00000000,0
2020/10/10,16:17:25,11367.00000000,0
2020/10/10,16:17:25,11367.00000000,0
2020/10/10,16:17:25,11367.00000000,0
2020/10/10,16:17:26,11367.00000000,0
2020/10/10,16:17:27,11367.00000000,0
2020/10/10,16:17:27,11367.00000000,0
2020/10/10,16:17:27,11367.00000000,0
2020/10/10,16:17:27,11367.00000000,0
2020/10/10,16:17:28,11367.00000000,0
2020/10/10,16:17:28,11367.00000000,0
2020/10/10,16:17:29,11367.00000000,0
2020/10/10,16:17:29,11367.00000000,0
2020/10/10,16:17:30,11367.00000000,0
2020/10/10,16:17:30,11367.00000000,0
2020/10/10,16:17:30,11367.00000000,0
2020/10/10,16:17:32,11367.00000000,0
2020/10/10,16:17:32,11367.00000000,0
2020/10/10,16:17:32,11367.00000000,0
2020/10/10,16:17:33,11367.00000000,0
2020/10/10,16:17:34,11367.00000000,0
2020/10/10,16:17:34,11367.00000000,0
2020/10/10,16:17:34,11367.00000000,0
2020/10/10,16:17:35,11367.00000000,0
2020/10/10,16:17:36,11367.00000000,0
2020/10/10,16:17:36,11367.00000000,0
2020/10/10,16:17:36,11367.00000000,0
2020/10/10,16:17:37,11367.00000000,0
2020/10/10,16:17:37,11367.00000000,0
2020/10/10,16:17:38,11367.00000000,0
2020/10/10,16:17:39,11367.00000000,0
2020/10/10,16:17:39,11368.00000000,0
2020/10/10,16:17:39,11368.00000000,0
2020/10/10,16:17:40,11370.10000000,0
2020/10/10,16:17:40,11367.00000000,0
2020/10/10,16:17:41,11370.10000000,0
2020/10/10,16:17:44,11370.10000000,0
2020/10/10,16:17:45,11370.10000000,0
2020/10/10,16:17:45,11370.10000000,0
2020/10/10,16:17:46,11370.10000000,0
2020/10/10,16:35:0,11378.50000000,0
2020/10/10,16:35:1,11378.50000000,0
2020/10/10,16:35:1,11378.50000000,0
2020/10/10,16:35:2,11378.50000000,0
2020/10/10,16:35:2,11378.50000000,0
2020/10/10,16:35:2,11378.50000000,0
2020/10/10,16:35:2,11378.50000000,0
2020/10/10,16:35:2,11378.50000000,0
2020/10/10,16:35:3,11378.50000000,0
2020/10/10,16:35:3,11378.50000000,0
2020/10/10,16:35:4,11378.50000000,0
2020/10/10,16:35:4,11378.50000000,0
2020/10/10,16:35:4,11378.50000000,0
2020/10/10,16:35:4,11378.50000000,0
2020/10/10,16:35:4,11378.50000000,0
2020/10/10,16:35:4,11378.50000000,0
2020/10/10,16:35:5,11378.50000000,0
2020/10/10,16:35:5,11378.50000000,0
2020/10/10,16:35:5,11378.50000000,0
2020/10/10,16:35:5,11378.50000000,0
2020/10/10,16:35:6,11378.50000000,0
2020/10/10,16:35:6,11378.50000000,0
2020/10/10,16:35:7,11378.60000000,0
2020/10/10,16:35:7,11378.50000000,0
2020/10/10,16:35:7,11378.60000000,0
2020/10/10,16:35:7,11378.50000000,0
2020/10/10,16:35:7,11378.50000000,0
2020/10/10,16:35:8,11378.50000000,0
2020/10/10,16:35:8,11378.50000000,0
2020/10/10,16:35:8,11378.60000000,0
2020/10/10,16:35:8,11378.60000000,0
2020/10/10,16:35:9,11378.60000000,0
2020/10/10,16:35:9,11378.60000000,0
2020/10/10,16:35:10,11378.60000000,0
2020/10/10,16:35:10,11378.60000000,0
2020/10/10,16:35:10,11378.60000000,0
2020/10/10,16:35:10,11378.60000000,0
2020/10/10,16:35:10,11378.60000000,0
2020/10/10,16:35:10,11378.60000000,0
2020/10/10,16:35:11,11378.60000000,0
2020/10/10,16:35:11,11378.60000000,0
2020/10/10,16:35:11,11378.60000000,0
2020/10/10,16:35:12,11378.60000000,0
2020/10/10,16:35:12,11378.60000000,0
2020/10/10,16:35:12,11378.60000000,0
2020/10/10,16:35:12,11378.60000000,0
2020/10/10,16:35:13,11378.60000000,0
2020/10/10,16:35:13,11378.60000000,0
2020/10/10,16:35:13,11378.60000000,0
2020/10/10,16:35:13,11378.60000000,0
2020/10/10,16:35:13,11378.60000000,0
2020/10/10,16:35:14,11378.60000000,0
2020/10/10,16:35:14,11378.60000000,0
2020/10/10,16:35:15,11378.60000000,0
2020/10/10,16:35:15,11378.60000000,0
2020/10/10,16:35:15,11378.60000000,0
2020/10/10,16:35:15,11378.60000000,0
2020/10/10,16:35:15,11378.60000000,0
2020/10/10,16:35:16,11378.60000000,0
2020/10/10,16:35:16,11378.60000000,0
2020/10/10,16:35:16,11378.60000000,0
2020/10/10,16:35:17,11378.60000000,0
2020/10/10,16:35:17,11378.60000000,0
2020/10/10,16:35:17,11378.60000000,0
2020/10/10,16:35:17,11378.60000000,0
2020/10/10,16:35:18,11378.60000000,0
2020/10/10,16:35:18,11378.60000000,0
2020/10/10,16:35:18,11378.60000000,0
2020/10/10,16:35:18,11378.60000000,0
2020/10/10,16:35:18,11378.60000000,0
2020/10/10,16:35:18,11378.60000000,0
2020/10/10,16:35:19,11378.60000000,0
2020/10/10,16:35:19,11378.60000000,0
2020/10/10,16:35:19,11378.60000000,0
2020/10/10,16:35:19,11378.60000000,0
2020/10/10,16:35:19,11378.60000000,0
2020/10/10,16:35:19,11378.60000000,0
2020/10/10,16:35:20,11378.60000000,0
2020/10/10,16:35:21,11378.50000000,0
2020/10/10,16:35:21,11378.50000000,0
2020/10/10,16:35:21,11378.50000000,0
2020/10/10,16:35:21,11378.50000000,0
2020/10/10,16:35:22,11378.50000000,0
2020/10/10,16:35:23,11378.60000000,0
2020/10/10,16:35:23,11378.50000000,0
2020/10/10,16:35:23,11378.50000000,0
2020/10/10,16:35:24,11378.50000000,0
2020/10/10,16:35:24,11378.50000000,0
2020/10/10,16:35:24,11378.50000000,0
2020/10/10,16:35:25,11378.50000000,0
2020/10/10,16:35:25,11378.50000000,0
2020/10/10,16:35:26,11378.50000000,0
2020/10/10,16:35:26,11378.50000000,0
2020/10/10,16:35:27,11378.50000000,0
2020/10/10,16:35:27,11378.50000000,0
2020/10/10,16:35:27,11378.50000000,0
2020/10/10,16:35:28,11378.50000000,0
2020/10/10,16:35:28,11378.50000000,0
2020/10/10,16:35:29,11378.50000000,0
2020/10/10,16:35:30,11378.50000000,0
2020/10/10,16:35:31,11378.50000000,0
2020/10/10,16:35:31,11378.50000000,0
2020/10/10,16:35:31,11378.50000000,0
2020/10/10,16:35:31,11378.50000000,0
2020/10/10,16:35:33,11378.50000000,0
2020/10/10,16:35:33,11378.50000000,0
2020/10/10,16:35:33,11378.50000000,0
2020/10/10,16:35:34,11378.50000000,0
2020/10/10,16:35:34,11378.50000000,0
2020/10/10,16:35:35,11378.50000000,0
2020/10/10,16:35:35,11378.50000000,0
2020/10/10,16:35:36,11378.50000000,0
2020/10/10,16:35:37,11378.50000000,0
2020/10/10,16:35:37,11378.50000000,0
2020/10/10,16:35:37,11378.50000000,0
2020/10/10,16:35:38,11378.50000000,0
2020/10/10,16:35:39,11378.50000000,0
2020/10/10,16:35:39,11378.50000000,0
2020/10/10,16:35:39,11378.50000000,0
2020/10/10,16:35:40,11378.50000000,0
2020/10/10,16:35:40,11378.50000000,0
2020/10/10,16:35:41,11378.50000000,0
2020/10/10,16:35:42,11378.50000000,0
2020/10/10,16:35:42,11378.60000000,0
2020/10/10,16:35:42,11378.50000000,0
2020/10/10,16:35:42,11378.50000000,0
2020/10/10,16:35:43,11378.50000000,0
2020/10/10,16:35:43,11378.50000000,0
2020/10/10,16:35:44,11378.50000000,0
2020/10/10,16:35:45,11378.50000000,0
2020/10/10,16:35:45,11378.50000000,0
2020/10/10,16:35:45,11378.50000000,0
2020/10/10,16:35:46,11378.60000000,0
2020/10/10,16:35:47,11378.60000000,0
2020/10/10,16:35:47,11378.60000000,0
2020/10/10,16:35:47,11378.60000000,0
2020/10/10,16:35:48,11378.60000000,0
2020/10/10,16:35:49,11378.60000000,0
2020/10/10,16:35:50,11378.60000000,0
2020/10/10,16:35:50,11378.60000000,0
2020/10/10,16:35:50,11378.60000000,0
2020/10/10,16:35:52,11378.60000000,0
2020/10/10,16:35:52,11378.60000000,0
2020/10/10,16:35:53,11378.60000000,0
2020/10/10,16:35:54,11378.50000000,0
2020/10/10,16:35:54,11378.60000000,0
2020/10/10,16:35:54,11378.60000000,0
2020/10/10,16:35:54,11378.60000000,0
2020/10/10,16:35:55,11378.60000000,0
2020/10/10,16:35:55,11378.50000000,0
2020/10/10,16:35:55,11378.60000000,0
2020/10/10,16:35:55,11378.50000000,0
2020/10/10,16:35:56,11378.60000000,0
2020/10/10,16:35:57,11378.60000000,0
2020/10/10,16:35:57,11378.60000000,0
2020/10/10,16:35:58,11378.60000000,0
2020/10/10,16:35:58,11378.50000000,0
2020/10/10,16:35:58,11378.50000000,0
2020/10/10,16:35:59,11378.60000000,0
2020/10/10,16:35:59,11378.50000000,0
2020/10/10,16:36:0,11378.50000000,0
2020/10/10,16:36:1,11378.40000000,0
2020/10/10,16:36:1,11378.40000000,0
2020/10/10,16:36:2,11378.40000000,0
2020/10/10,16:36:2,11378.40000000,0
2020/10/10,16:36:2,11378.40000000,0
2020/10/10,16:36:4,11378.40000000,0
2020/10/10,16:36:4,11378.40000000,0
2020/10/10,16:36:4,11378.40000000,0
2020/10/10,16:36:5,11378.40000000,0
2020/10/10,16:36:5,11378.40000000,0
2020/10/10,16:36:5,11378.50000000,0
2020/10/10,16:36:6,11378.40000000,0
2020/10/10,16:36:6,11378.50000000,0
2020/10/10,16:36:7,11378.50000000,0
2020/10/10,16:36:7,11378.50000000,0
2020/10/10,16:36:9,11378.50000000,0
2020/10/10,16:36:9,11378.40000000,0
2020/10/10,16:36:9,11378.50000000,0
2020/10/10,16:36:9,11378.40000000,0
2020/10/10,16:36:11,11378.40000000,0
2020/10/10,16:36:11,11378.40000000,0
2020/10/10,16:36:11,11378.40000000,0
2020/10/10,16:36:11,11378.40000000,0
2020/10/10,16:36:12,11378.40000000,0
2020/10/10,16:36:12,11378.40000000,0
2020/10/10,16:36:15,11378.40000000,0
2020/10/10,16:36:15,11378.40000000,0
2020/10/10,16:36:15,11378.40000000,0
2020/10/10,16:36:16,11378.40000000,0
2020/10/10,16:36:16,11378.40000000,0
2020/10/10,16:36:17,11379.10000000,0
2020/10/10,16:36:17,11378.40000000,0
2020/10/10,16:36:18,11378.40000000,0
2020/10/10,16:36:18,11378.40000000,0
2020/10/10,16:36:18,11379.10000000,0
2020/10/10,16:36:19,11378.40000000,0
2020/10/10,16:36:19,11379.10000000,0
2020/10/10,16:36:19,11379.10000000,0
2020/10/10,16:36:19,11379.10000000,0
2020/10/10,16:36:20,11379.10000000,0
2020/10/10,16:36:21,11379.10000000,0
2020/10/10,16:36:21,11379.10000000,0
2020/10/10,16:36:21,11379.10000000,0
2020/10/10,16:36:22,11379.10000000,0
2020/10/10,16:36:23,11379.10000000,0
2020/10/10,16:36:24,11379.10000000,0
2020/10/10,16:36:24,11379.10000000,0
2020/10/10,16:36:25,11379.10000000,0
2020/10/10,16:36:25,11379.10000000,0
2020/10/10,16:36:25,11379.00000000,0
2020/10/10,16:36:26,11379.10000000,0
2020/10/10,16:36:26,11379.10000000,0
2020/10/10,16:36:27,11379.10000000,0
2020/10/10,16:36:27,11379.50000000,0
2020/10/10,16:36:28,11379.10000000,0
2020/10/10,16:36:28,11379.50000000,0
2020/10/10,16:36:29,11379.50000000,0
2020/10/10,16:36:29,11379.50000000,0
2020/10/10,16:36:29,11379.50000000,0
2020/10/10,16:36:30,11379.50000000,0
2020/10/10,16:36:31,11379.50000000,0
2020/10/10,16:36:31,11379.50000000,0
2020/10/10,16:36:32,11379.50000000,0
2020/10/10,16:36:32,11379.50000000,0
2020/10/10,16:36:33,11379.50000000,0
2020/10/10,16:36:33,11379.50000000,0
2020/10/10,16:36:33,11379.50000000,0
2020/10/10,16:36:34,11379.50000000,0
2020/10/10,16:36:35,11379.50000000,0
2020/10/10,16:36:35,11379.50000000,0
2020/10/10,16:36:35,11379.50000000,0
2020/10/10,16:36:36,11379.50000000,0
2020/10/10,16:36:37,11379.50000000,0
2020/10/10,16:36:37,11379.50000000,0
2020/10/10,16:36:37,11379.50000000,0
2020/10/10,16:36:38,11379.50000000,0
2020/10/10,16:36:38,11379.50000000,0
2020/10/10,16:36:40,11379.50000000,0
2020/10/10,16:36:40,11379.50000000,0
2020/10/10,16:36:41,11379.50000000,0
2020/10/10,16:36:41,11379.50000000,0
2020/10/10,16:36:41,11379.50000000,0
2020/10/10,16:36:41,11379.60000000,0
2020/10/10,16:36:42,11379.60000000,0
2020/10/10,16:36:42,11379.60000000,0
2020/10/10,16:36:43,11379.60000000,0
2020/10/10,16:36:43,11379.60000000,0
2020/10/10,16:36:44,11379.60000000,0
2020/10/10,16:36:44,11379.60000000,0
2020/10/10,16:36:45,11379.60000000,0
2020/10/10,16:36:46,11379.60000000,0
2020/10/10,16:36:47,11379.60000000,0
2020/10/10,16:36:47,11379.60000000,0
2020/10/10,16:36:47,11379.60000000,0
2020/10/10,16:36:47,11379.60000000,0
2020/10/10,16:36:48,11379.60000000,0
2020/10/10,16:36:49,11379.60000000,0
2020/10/10,16:36:49,11379.60000000,0
2020/10/10,16:36:51,11379.60000000,0
2020/10/10,16:36:51,11379.60000000,0
2020/10/10,16:36:51,11379.60000000,0
2020/10/10,16:36:52,11379.60000000,0
2020/10/10,16:36:52,11379.60000000,0
2020/10/10,16:36:53,11379.60000000,0
2020/10/10,16:36:54,11379.60000000,0
2020/10/10,16:36:54,11379.60000000,0
2020/10/10,16:36:54,11379.60000000,0
2020/10/10,16:36:55,11379.60000000,0
2020/10/10,16:36:55,11379.60000000,0
2020/10/10,16:36:56,11379.60000000,0
2020/10/10,16:36:56,11379.60000000,0
2020/10/10,16:36:56,11379.60000000,0
2020/10/10,16:36:56,11379.60000000,0
2020/10/10,16:36:57,11381.50000000,0
2020/10/10,16:36:58,11379.60000000,0
2020/10/10,16:36:58,11381.50000000,0
2020/10/10,16:36:59,11381.50000000,0
2020/10/10,16:37:0,11381.50000000,0
2020/10/10,16:37:0,11381.50000000,0
2020/10/10,16:37:0,11381.50000000,0
2020/10/10,16:45:29,11389.70000000,0
2020/10/10,16:45:30,11389.60000000,0
2020/10/10,16:45:30,11389.60000000,0
2020/10/10,16:45:31,11389.60000000,0
2020/10/10,16:45:32,11389.70000000,0
2020/10/10,16:45:32,11389.70000000,0
2020/10/10,16:45:32,11389.70000000,0
2020/10/10,16:45:33,11389.60000000,0
2020/10/10,16:45:33,11389.60000000,0
2020/10/10,16:45:33,11389.70000000,0
2020/10/10,16:45:33,11389.70000000,0
2020/10/10,16:45:34,11389.60000000,0
2020/10/10,16:45:34,11389.70000000,0
2020/10/10,16:45:34,11389.60000000,0
2020/10/10,16:45:35,11389.60000000,0
2020/10/10,16:45:35,11389.60000000,0
2020/10/10,16:45:35,11389.70000000,0
2020/10/10,16:45:36,11389.60000000,0
2020/10/10,16:45:36,11389.70000000,0
2020/10/10,16:45:36,11389.70000000,0
2020/10/10,16:45:36,11389.60000000,0
2020/10/10,16:45:36,11389.60000000,0
2020/10/10,16:45:36,11389.60000000,0
2020/10/10,16:45:36,11389.70000000,0
2020/10/10,16:45:37,11389.70000000,0
2020/10/10,16:45:37,11389.70000000,0
2020/10/10,16:45:37,11389.70000000,0
2020/10/10,16:45:37,11389.70000000,0
2020/10/10,16:45:38,11389.70000000,0
2020/10/10,16:45:38,11389.70000000,0
2020/10/10,16:45:38,11389.70000000,0
2020/10/10,16:45:38,11389.70000000,0
2020/10/10,16:45:39,11389.70000000,0
2020/10/10,16:45:39,11389.70000000,0
2020/10/10,16:45:39,11389.70000000,0
2020/10/10,16:45:39,11389.70000000,0
2020/10/10,16:45:40,11389.70000000,0
2020/10/10,16:45:40,11389.70000000,0
2020/10/10,16:45:40,11389.70000000,0
2020/10/10,16:45:41,11389.70000000,0
2020/10/10,16:45:41,11389.70000000,0
2020/10/10,16:45:41,11389.70000000,0
2020/10/10,16:45:42,11389.70000000,0
2020/10/10,16:45:42,11389.70000000,0
2020/10/10,16:45:42,11389.70000000,0
2020/10/10,16:45:42,11389.70000000,0
2020/10/10,16:45:43,11389.70000000,0
2020/10/10,16:45:43,11389.70000000,0
2020/10/10,16:45:43,11389.70000000,0
2020/10/10,16:45:43,11389.70000000,0
2020/10/10,16:45:43,11389.70000000,0
2020/10/10,16:45:44,11389.60000000,0
2020/10/10,16:45:44,11389.70000000,0
2020/10/10,16:45:44,11389.70000000,0
2020/10/10,16:45:44,11389.70000000,0
2020/10/10,16:45:44,11389.60000000,0
2020/10/10,16:45:44,11389.70000000,0
2020/10/10,16:45:45,11389.60000000,0
2020/10/10,16:45:45,11389.60000000,0
2020/10/10,16:45:46,11389.70000000,0
2020/10/10,16:45:46,11389.60000000,0
2020/10/10,16:45:46,11389.70000000,0
2020/10/10,16:45:47,11389.60000000,0
2020/10/10,16:45:47,11389.70000000,0
2020/10/10,16:45:47,11389.60000000,0
2020/10/10,16:45:47,11389.70000000,0
2020/10/10,16:45:48,11389.70000000,0
2020/10/10,16:45:48,11389.60000000,0
2020/10/10,16:45:48,11389.70000000,0
2020/10/10,16:45:48,11389.70000000,0
2020/10/10,16:45:49,11389.70000000,0
2020/10/10,16:45:49,11389.70000000,0
2020/10/10,16:45:49,11389.70000000,0
2020/10/10,16:45:49,11389.70000000,0
2020/10/10,16:45:49,11389.70000000,0
2020/10/10,16:45:49,11389.60000000,0
2020/10/10,16:45:49,11389.70000000,0
2020/10/10,16:45:49,11389.60000000,0
2020/10/10,16:45:50,11389.70000000,0
2020/10/10,16:45:50,11389.70000000,0
2020/10/10,16:45:50,11389.60000000,0
2020/10/10,16:45:51,11389.60000000,0
2020/10/10,16:45:51,11389.60000000,0
2020/10/10,16:45:51,11389.60000000,0
2020/10/10,16:45:52,11389.60000000,0
2020/10/10,16:45:52,11389.60000000,0
2020/10/10,16:45:52,11389.60000000,0
2020/10/10,16:45:52,11389.60000000,0
2020/10/10,16:45:53,11389.60000000,0
2020/10/10,16:45:53,11389.60000000,0
2020/10/10,16:45:54,11389.60000000,0
2020/10/10,16:45:54,11389.60000000,0
2020/10/10,16:45:55,11389.60000000,0
2020/10/10,16:45:56,11389.70000000,0
2020/10/10,16:45:56,11389.70000000,0
2020/10/10,16:45:56,11389.60000000,0
2020/10/10,16:45:57,11389.70000000,0
2020/10/10,16:45:58,11389.70000000,0
2020/10/10,16:45:58,11389.70000000,0
2020/10/10,16:45:58,11389.70000000,0
2020/10/10,16:45:59,11389.70000000,0
2020/10/10,16:45:59,11389.70000000,0
2020/10/10,16:46:0,11389.70000000,0
2020/10/10,16:46:0,11389.70000000,0
2020/10/10,16:46:1,11389.70000000,0
2020/10/10,16:46:1,11389.70000000,0
2020/10/10,16:46:1,11389.70000000,0
